overall,food,service,ambience,review
5,5,5,5,"Very nice location, very good burger with lots of fries. The cheesecake tastes great and comes with fresh strawberries. Pricing is pretty reasonable. Service pays good attention and is very handsome. A nice place, especially for poloplayers."
3,3,2,3,Food wasn't that great but worth it to visit once I didn't really like the server who had kinda rude attitude (He was keep trying to make me order fancier meal options..)
4,5,5,5,"this place is a hoot! i have always wanted to go, but being there made me wish i was straight edge...can't believe that drinks can be over $30! however, the decor and the popovers help provide a bit more value to an otherwise fun and delicious, yet overpriced, whitebread new york experience."
5,5,5,5,Wonderful Birthday dinner for our son's 21st Birthday!!!
2,2,3,2,"I was very disappointed to say the least about my dinner here. The atmosphere was disappointing and I couldn't believe that the family sitting in front of me had their kid playing video game on his iPad at the dinner table. It was horrible and the couple sitting beside me was weird, anytime they coughed she kept apologizing that they didn't have any disease or nothing, it wasn't like I said anything to them.  The food wasn't great, only the cocktail was good. Overall, based that you had to have a reservation to get in here and then you see this, it's appalling. Places that don't require such a strict reservation policy have better class of people as patrons than this place. I wouldn't go back or recommend it."
5,5,5,5,The BEST! Love the Polo Bar!!
5,5,5,5,Just Great! We鈥檒l be back!
5,5,5,5,Always a must when I麓m in New York. I love the atmosphere and the food is good and not too pretentious.
1,1,1,1,"For such an 鈥渁ffluent鈥 Resturant, the guy who works at the reservation switchboard is of very low quality and standard and has no etiquette. Just his attitude and horrible telephone skills are enough to turn you off this place altogether. I would pass on this Resturant as there are far better quality places with amazing friendly staff who have people skills training. Def would not go back here!"
5,5,5,5,Amazing dinner. Waiter was one of best in City.
4,5,4,4,"The experience was great.The food was delicious, well served and the atmosphere excellent!"
4,4,5,5,"Great evening with friends. Service was perfect. Bar and wait staff were welcoming and  front of house was super accommodating when we were a tad late. Food quality is excellent. And those bar snacks, delicious."
5,4,5,5,Good food great atmosphere but very costly-55th and Fifth
5,4,5,5,"Service was excellent, Michael was the best waiter we鈥檝e had in the several times we鈥檝e visited here.  Food was really good and fairly good choices, they鈥檒l help if you need to tailor a menu item for specific reasons.  Nice cocktail options, and some varied gin selections."
5,5,5,5,Amazing service and totally delicious.
5,5,5,5,Cozy and chic Excellent service and reliably good food
5,5,5,5,"Start at the beautiful bar on the main floor.  Although expensive, the drink are creative and accompanied by a trio of delicious snacks. Arrive at least 30 minutes before your dinner reservation to relax and enjoy the experience. Move downstairs for an old school dinner.  The staff will be happy to split dishes in the kitchen.  The corned beef sandwich and burgers are exceptional.  It is a great place for a meal with friends and family."
5,5,5,5,Anniversary
5,5,5,5,I love The Polo Bar. Want to make plans for ny birthday next year!!! I love you Ralph Lauren!
5,5,5,5,"The food and the experience were both amazing, we couldn't have asked for a better night!"
5,5,5,5,"Excellent ambiance and service; we loved our dinner, especially the popovers! A wonderful place to celebrate our 50th wedding anniversary!"
5,5,5,5,"Best restaurant, impeccable service, and delicious food. Special occasion, date night, or just for a good meal, it鈥檚 perfect. Excellent cocktails. My favorite is the Vesper Martini!"
2,1,3,4,"While the room is warm, decor nicely done,  & tables well-spaced, the food was very disappointing.  The popovers were delicious, but after one, we were not offered a 2nd, & without realizing it, our bread plates were removed.  We ordered what we were told were""must-haves"" --Shrimp Cocktail, Franks in Blankets, Corned Beef sandwich, Roasted Cauliflower, & none we agreed, had any distinctive flavor.  The experience for people around us, seemed to be focused on what celebrity might walk into the room."
5,5,5,5,"I have waited a year to get in this place. It was worth it! Great friendly, fashionable scene. Very attentive service. The food was very good.  Can鈥檛 wait to go back."
5,5,5,5,Stunning decor and atmosphere. Food and service were both excellent!
5,5,5,5,"Excellent, would highly recommend, best total experience over a week of tasting NYC !!"
4,4,5,5,It was my husbands birthday. He enjoyed every bit of his meal.
5,5,5,5,"A lovely Sunday evening dinner with friends. The space is beautiful, food excellent and service perfect!"
5,5,5,5,Outstanding service and food. Fantastic cocktails !!
5,5,5,5,"We love the Polo Bar. Great spot for a drink, and the food and service never disappoints."
5,5,5,5,Great food and ambience. A little noisy. Staff is very attentive and VERY professional I highly recommend.
5,5,5,5,A must go place in nyc!!!
5,5,5,5,One of the most exciting and exhilarating  One of the most exciting and exhilarating experiences I have ever had dining.
5,5,5,5,"Classy restaurant, excellent service."
5,5,5,5,Fantastic place. Get there early to enjoy a cocktail in the lounge. Great
5,4,4,5,Family dining early evening Very enjoyable very good service and excellent food . We had the New York strip and burgers All was well prepared and delicious
5,5,5,5,Everything about the Polo Bar was amazing! Looking forward to returning!
5,4,5,5,It was the perfect spot for a birthday celebration. Very memorable.
